date,player,market,line,pick,projection,actual,margin,result,flags,p_model,p_market,decimal_odds,stake_pct,realized_profit
2026-05-01,Jaxson Hayes,PTS,5.5,OVER,10.34,5.0,-0.5,MISS,⚠SUSP-88% LO-USG TREND↑ ★STRONG,0.5,0.4776,1.9524,,
2026-05-01,Rui Hachimura,AST,0.5,OVER,1.028,2.0,1.5,HIT,⚠SUSP-106% LOW-LINE 2-BOOK DvP+1.15,0.5,0.5589,1.6944,,
2026-05-01,Deandre Ayton,AST,0.5,OVER,0.764,1.0,0.5,HIT,⚠SUSP-53% LOW-LINE 2-BOOK,0.5,,,,
2026-05-01,Jabari Smith Jr,AST,1.5,OVER,1.8519999999999999,3.0,1.5,HIT,LOW-LINE,0.5,,,,
2026-05-02,Sam Hauser,REB,3.5,OVER,4.732,3.0,-0.5,MISS,DvP+1.16 ★STRONG,0.821,,,,
2026-05-02,Jaylen Brown,AST,4.5,UNDER,3.708,4.0,0.5,HIT,DvP+1.18 BLW-2m ★STRONG,0.819,,,,
2026-05-02,Derrick White,REB+AST,7.5,UNDER,6.0920000000000005,10.0,-2.5,MISS,BLW-2m,0.809,,,,
2026-05-02,Kelly Oubre Jr,AST,1.5,UNDER,1.1480000000000001,2.0,-0.5,MISS,LOW-LINE ★STRONG,0.778,,,,
2026-05-02,Jayson Tatum,3PM,2.5,OVER,3.468,,,MISS,DvP+1.18 BLW-2m,0.743,,,,
2026-05-02,Tyrese Maxey,3PM,2.5,OVER,3.292,2.0,-0.5,MISS,★STRONG,0.734,,,,
2026-05-02,VJ Edgecombe,REB,5.5,OVER,7.084,6.0,0.5,HIT,,0.718,0.115,,,
2026-05-02,Neemias Queta,REB,7.5,OVER,9.524000000000001,12.0,4.5,HIT,,0.707,,,,
2026-05-02,Quentin Grimes,REB,2.5,OVER,2.94,6.0,3.5,HIT,,0.685,0.4136,2.215,,
2026-05-02,Andre Drummond,PRA,5.5,OVER,16.148,2.0,-3.5,MISS,⚠SUSP-194% 1-BOOK,0.675,,,,
2026-05-02,Justin Edwards,PRA,2.5,OVER,11.388,0.0,-2.5,MISS,⚠SUSP-356% LOW-PO 1-BOOK DvP-0.86 ★STRONG,0.587,,,,
2026-05-02,Jordan Walsh,PRA,5.5,OVER,10.34,0.0,-5.5,MISS,⚠SUSP-88% ⚠BENCH LOW-PO 1-BOOK LO-USG TREND↑ ★STRONG,0.556,,,,
2026-05-02,Luka Garza,PRA,5.5,OVER,14.564,0.0,-5.5,MISS,⚠SUSP-165% NO-PO ⚠PO-ROLE 1-BOOK TREND↑ ★STRONG,0.512,,,,
2026-05-02,Baylor Scheierman,PRA,6.5,OVER,13.627999999999998,8.0,1.5,HIT,⚠SUSP-110% NO-PO ⚠PO-ROLE 1-BOOK LO-USG ★STRONG,0.5,,,,
2026-05-02,Nikola Vucevic,PTS+AST,7.0,OVER,10.959999999999999,,,MISS,⚠SUSP-57% ⚠MINS-VOL 2-BOOK,0.5,0.4888,1.9091,,
2026-05-03,Ausar Thompson,REB,8.5,UNDER,5.772,4.0,4.5,HIT,NO-PO ⚠PO-ROLE DvP+1.13 TREND↓ ★STRONG,0.793,0.4357,2.1,,
2026-05-03,Collin Murray-Boyles,AST,2.5,UNDER,1.796,3.0,-0.5,MISS,NO-PO ⚠PO-ROLE DvP+1.18 ★STRONG,0.79,0.5965,1.5988,,
2026-05-03,Jamal Shead,REB+AST,8.5,UNDER,6.212,10.0,-1.5,MISS,NO-PO ⚠PO-ROLE DvP-0.85 TREND↓ ★STRONG,0.769,0.5647,1.6757,,
2026-05-03,Wendell Carter Jr,REB+AST,9.5,UNDER,7.212,7.0,2.5,HIT,NO-PO ⚠PO-ROLE 1-BOOK TREND↓,0.763,,,,
2026-05-03,Cade Cunningham,PTS+REB,35.5,UNDER,23.003999999999998,33.0,2.5,HIT,NO-PO ⚠PO-ROLE BLW-3m,0.749,,,,
2026-05-03,Max Strus,AST,2.5,UNDER,1.972,5.0,-2.5,MISS,NO-PO ⚠PO-ROLE ★STRONG,0.748,,,,
2026-05-03,Jalen Duren,PRA,24.5,OVER,31.276000000000003,33.0,8.5,HIT,NO-PO ⚠PO-ROLE BLW-3m ★STRONG,0.722,,,,
2026-05-03,Donovan Mitchell,REB+AST,8.5,OVER,10.347999999999999,4.0,-4.5,MISS,NO-PO ⚠PO-ROLE,0.714,,,,
2026-05-03,Anthony Black,AST,2.5,UNDER,2.06,1.0,1.5,HIT,NO-PO ⚠PO-ROLE DvP-0.85 TREND↓,0.692,0.4643,2.0,,
2026-05-03,Paolo Banchero,REB+AST,13.5,OVER,17.195999999999998,15.0,1.5,HIT,NO-PO ⚠PO-ROLE DvP+1.18 TREND↑,0.691,,,,
2026-05-03,Tobias Harris,PTS+REB,24.5,UNDER,18.428,39.0,-14.5,MISS,NO-PO ⚠PO-ROLE,0.689,,,,
2026-05-03,Jamal Shead,REB,2.5,UNDER,1.004,3.0,-0.5,MISS,⚠SUSP-60% NO-PO ⚠PO-ROLE DvP-0.85 TREND↓ ★STRONG,0.688,0.177,,,
2026-05-03,Evan Mobley,AST,2.5,OVER,3.468,4.0,1.5,HIT,NO-PO ⚠PO-ROLE TREND↑ ★STRONG,0.678,,,,
2026-05-03,Ja'Kobe Walter,REB+AST,5.5,UNDER,4.268,4.0,1.5,HIT,NO-PO ⚠PO-ROLE 1-BOOK DvP-0.85,0.65,,,,
2026-05-03,Scottie Barnes,PTS,21.5,UNDER,17.276,24.0,-2.5,MISS,NO-PO ⚠PO-ROLE DvP+1.18 ★STRONG,0.633,0.3373,,,
2026-05-03,Jakob Poeltl,REB,5.5,UNDER,4.356,7.0,-1.5,MISS,NO-PO ⚠PO-ROLE TREND↓,0.633,,,,
2026-05-03,Desmond Bane,PTS,18.5,UNDER,14.100000000000001,16.0,2.5,HIT,NO-PO ⚠PO-ROLE DvP-0.85 TREND↓,0.621,0.5493,1.7092,,
2026-05-03,Daniss Jenkins,AST,2.5,OVER,5.756,5.0,2.5,HIT,⚠SUSP-130% NO-PO ⚠PO-ROLE BLW-3m ★STRONG,0.618,0.4087,2.25,,
2026-05-03,Jarrett Allen,AST,1.5,UNDER,0.8840000000000001,2.0,-0.5,MISS,⚠SUSP-41% NO-PO ⚠PO-ROLE LOW-LINE TREND↓,0.592,0.6133,1.5556,,
2026-05-03,Jalen Suggs,3PM,2.0,OVER,3.5839999999999996,0.0,-2.0,MISS,⚠SUSP-79% NO-PO ⚠PO-ROLE DvP+1.13 TREND↑,0.568,,,,
2026-05-03,Duncan Robinson,AST,1.5,OVER,1.94,3.0,1.5,HIT,NO-PO ⚠PO-ROLE LOW-LINE ★STRONG,0.558,,,,
2026-05-03,Sandro Mamukelashvili,PRA,9.5,OVER,12.932,6.0,-3.5,MISS,NO-PO ⚠PO-ROLE 1-BOOK ROT-RISK ★STRONG,0.554,0.5165,1.8,,
2026-05-03,Jalen Duren,PTS+AST,14.5,OVER,20.836,18.0,3.5,HIT,⚠SUSP-44% NO-PO ⚠PO-ROLE BLW-3m ★STRONG,0.551,,,,
2026-05-03,Cade Cunningham,PTS,29.0,UNDER,16.944,32.0,-3.0,MISS,⚠SUSP-42% NO-PO ⚠PO-ROLE BLW-3m TREND↓ ★STRONG,0.548,,,,
2026-05-03,Goga Bitadze,REB,3.5,OVER,5.26,,,MISS,⚠SUSP-50% ⚠BENCH NO-PO ⚠PO-ROLE 1-BOOK DvP-0.85 ROT-RISK TREND↑ ★STRONG,0.5,0.509,1.8475,,
2026-05-03,Ausar Thompson,AST,2.5,OVER,3.82,4.0,1.5,HIT,⚠SUSP-53% NO-PO ⚠PO-ROLE,0.5,0.6045,1.5714,,
2026-05-03,Tristan da Silva,REB,2.5,OVER,3.6439999999999997,0.0,-2.5,MISS,⚠SUSP-46% NO-PO ⚠PO-ROLE DvP+1.18,0.5,0.5387,1.7407,,
2026-05-03,Javonte Green,PRA,6.5,OVER,9.315999999999999,5.0,-1.5,MISS,⚠SUSP-43% NO-PO ⚠PO-ROLE 1-BOOK ROT-RISK TREND↑ ★STRONG,0.5,,,,
2026-05-03,Tobias Harris,AST,1.5,OVER,2.3800000000000003,2.0,0.5,HIT,⚠SUSP-59% NO-PO ⚠PO-ROLE LOW-LINE TREND↓ ★STRONG,0.5,0.3046,2.9,,
2026-05-03,Sam Merrill,PRA,8.5,OVER,15.54,18.0,9.5,HIT,⚠SUSP-83% NO-PO ⚠PO-ROLE 1-BOOK TREND↓ ★STRONG,0.5,,,,
2026-05-03,Dennis Schroder,AST,1.5,OVER,2.9960000000000004,1.0,-0.5,MISS,⚠SUSP-100% ⚠BENCH NO-PO ⚠PO-ROLE LOW-LINE ROT-RISK TREND↑ ★STRONG,0.5,,,,
2026-05-04,Naz Reid,REB,5.5,OVER,7.172000000000001,9.0,3.5,HIT,★STRONG,0.87,,,,
2026-05-04,OG Anunoby,REB,6.5,OVER,7.82,3.0,-3.5,MISS,BLW-3m ★STRONG,0.828,,,,
2026-05-04,Josh Hart,AST,4.5,UNDER,3.7960000000000003,6.0,-1.5,MISS,BLW-3m,0.784,,,,
2026-05-04,Mikal Bridges,REB+AST,5.5,UNDER,4.444,7.0,-1.5,MISS,⚠MINS-VOL ★STRONG,0.757,0.1489,,,
2026-05-04,Mikal Bridges,AST,2.5,UNDER,2.06,5.0,-2.5,MISS,⚠MINS-VOL ★STRONG,0.755,,,,
2026-05-04,Andre Drummond,REB,2.5,OVER,9.188,3.0,0.5,HIT,⚠SUSP-268% NO-PO ⚠PO-ROLE ★STRONG,0.744,0.6079,1.5714,,
2026-05-04,De'Aaron Fox,AST,5.5,OVER,6.732,6.0,0.5,HIT,BLW-3m ★STRONG,0.743,0.555,1.7092,,
2026-05-04,Jaden McDaniels,REB,4.5,OVER,6.084,5.0,0.5,HIT,,0.698,,,,
2026-05-04,Luke Kornet,REB,4.5,OVER,5.996,2.0,-2.5,MISS,ROT-RISK TREND↓,0.673,0.4776,1.9524,,
2026-05-04,Julius Randle,REB,6.5,OVER,7.204,10.0,3.5,HIT,,0.669,0.545,1.7194,,
2026-05-04,Mike Conley,REB,2.5,UNDER,2.06,2.0,0.5,HIT,ROT-RISK TREND↓,0.663,0.5589,1.6944,,
2026-05-04,Mitchell Robinson,REB,7.5,UNDER,6.18,4.0,3.5,HIT,⚠BENCH LOW-PO ROT-RISK,0.656,,,,
2026-05-04,VJ Edgecombe,PTS+AST,15.5,OVER,21.308,14.0,-1.5,MISS,NO-PO ⚠PO-ROLE ★STRONG,0.623,0.0566,,,
2026-05-04,Keldon Johnson,REB,3.5,OVER,4.468,2.0,-1.5,MISS,⚠BENCH,0.617,,,,
2026-05-04,Dylan Harper,AST,2.5,OVER,2.764,4.0,1.5,HIT,,0.611,,,,
2026-05-04,Rudy Gobert,REB+AST,12.5,OVER,14.172,13.0,0.5,HIT,★STRONG,0.606,,,,
2026-05-04,Victor Wembanyama,REB+AST,14.5,OVER,16.171999999999997,20.0,5.5,HIT,BLW-3m,0.605,1.0,,,
2026-05-04,Joel Embiid,REB,8.5,OVER,9.556,4.0,-4.5,MISS,NO-PO ⚠PO-ROLE,0.601,,,,
2026-05-04,Dylan Harper,REB,2.5,OVER,3.38,4.0,1.5,HIT,,0.59,,,,
2026-05-04,Anthony Edwards,PTS+AST,28.5,UNDER,23.22,21.0,7.5,HIT,⚠MINS-VOL 1-BOOK HI-USG,0.584,,,,
2026-05-04,Kelly Oubre Jr,REB,5.5,OVER,6.1160000000000005,5.0,-0.5,MISS,NO-PO ⚠PO-ROLE,0.568,0.466,1.9709,,
2026-05-04,VJ Edgecombe,AST,3.5,OVER,6.404,2.0,-1.5,MISS,⚠SUSP-83% NO-PO ⚠PO-ROLE TREND↑,0.549,0.408,2.24,,
2026-05-04,Miles McBride,PTS+AST,8.5,OVER,9.995999999999999,10.0,1.5,HIT,2-BOOK,0.542,0.5157,1.8197,,
2026-05-04,Quentin Grimes,REB,2.5,OVER,2.94,1.0,-1.5,MISS,NO-PO ⚠PO-ROLE TREND↓,0.541,0.0338,,,
2026-05-04,Karl-Anthony Towns,AST,3.5,OVER,5.436,6.0,2.5,HIT,⚠SUSP-55% BLW-3m ★STRONG,0.52,0.5833,1.625,,
2026-05-04,Quentin Grimes,PTS,6.5,OVER,9.228,5.0,-1.5,MISS,⚠SUSP-42% NO-PO ⚠PO-ROLE TREND↓ ★STRONG,0.5,0.5224,1.8,,
2026-05-04,Miles McBride,REB,1.5,OVER,2.116,0.0,-1.5,MISS,⚠SUSP-41% LOW-LINE 1-BOOK,0.5,,,,
2026-05-04,Kelly Oubre Jr,PTS+AST,10.5,OVER,12.876,13.0,2.5,HIT,NO-PO ⚠PO-ROLE TREND↓ ★STRONG,0.5,,,,
2026-05-04,Tyrese Maxey,REB,3.5,OVER,4.1160000000000005,3.0,-0.5,MISS,NO-PO ⚠PO-ROLE TREND↓,0.5,,,,
2026-05-04,Luke Kornet,PTS,4.5,OVER,6.7,2.0,-2.5,MISS,⚠SUSP-49% LO-USG ROT-RISK TREND↑,0.5,0.0196,,,
2026-05-04,Rudy Gobert,AST,1.5,OVER,2.644,3.0,1.5,HIT,⚠SUSP-76% LOW-LINE 1-BOOK ★STRONG,0.5,,,,
2026-05-04,Naz Reid,REB,5.5,OVER,7.172000000000001,9.0,3.5,HIT,★STRONG,0.87,,,,
2026-05-04,OG Anunoby,REB,6.5,OVER,7.82,3.0,-3.5,MISS,BLW-3m ★STRONG,0.828,,,,
2026-05-04,Josh Hart,AST,4.5,UNDER,3.7960000000000003,6.0,-1.5,MISS,BLW-3m,0.784,,,,
2026-05-04,Mikal Bridges,REB+AST,5.5,UNDER,4.444,7.0,-1.5,MISS,⚠MINS-VOL ★STRONG,0.757,0.1489,,,
2026-05-04,Mikal Bridges,AST,2.5,UNDER,2.06,5.0,-2.5,MISS,⚠MINS-VOL ★STRONG,0.755,,,,
2026-05-04,Andre Drummond,REB,2.5,OVER,9.188,3.0,0.5,HIT,⚠SUSP-268% NO-PO ⚠PO-ROLE ★STRONG,0.744,0.6079,1.5714,,
2026-05-04,De'Aaron Fox,AST,5.5,OVER,6.732,6.0,0.5,HIT,BLW-3m ★STRONG,0.743,0.555,1.7092,,
2026-05-04,Jaden McDaniels,REB,4.5,OVER,6.084,5.0,0.5,HIT,,0.698,,,,
2026-05-04,Luke Kornet,REB,4.5,OVER,5.996,2.0,-2.5,MISS,ROT-RISK TREND↓,0.673,0.4776,1.9524,,
2026-05-04,Julius Randle,REB,6.5,OVER,7.204,10.0,3.5,HIT,,0.669,0.545,1.7194,,
2026-05-04,Mike Conley,REB,2.5,UNDER,2.06,2.0,0.5,HIT,ROT-RISK TREND↓,0.663,0.5589,1.6944,,
2026-05-04,Mitchell Robinson,REB,7.5,UNDER,6.18,4.0,3.5,HIT,⚠BENCH LOW-PO ROT-RISK,0.656,,,,
2026-05-04,VJ Edgecombe,PTS+AST,15.5,OVER,21.308,14.0,-1.5,MISS,NO-PO ⚠PO-ROLE ★STRONG,0.623,0.0566,,,
2026-05-04,Keldon Johnson,REB,3.5,OVER,4.468,2.0,-1.5,MISS,⚠BENCH,0.617,,,,
2026-05-04,Dylan Harper,AST,2.5,OVER,2.764,4.0,1.5,HIT,,0.611,,,,
2026-05-04,Rudy Gobert,REB+AST,12.5,OVER,14.172,13.0,0.5,HIT,★STRONG,0.606,,,,
2026-05-04,Victor Wembanyama,REB+AST,14.5,OVER,16.171999999999997,20.0,5.5,HIT,BLW-3m,0.605,1.0,,,
2026-05-04,Joel Embiid,REB,8.5,OVER,9.556,4.0,-4.5,MISS,NO-PO ⚠PO-ROLE,0.601,,,,
2026-05-04,Dylan Harper,REB,2.5,OVER,3.38,4.0,1.5,HIT,,0.59,,,,
2026-05-04,Anthony Edwards,PTS+AST,28.5,UNDER,23.22,21.0,7.5,HIT,⚠MINS-VOL 1-BOOK HI-USG,0.584,,,,
2026-05-04,Kelly Oubre Jr,REB,5.5,OVER,6.1160000000000005,5.0,-0.5,MISS,NO-PO ⚠PO-ROLE,0.568,0.466,1.9709,,
2026-05-04,VJ Edgecombe,AST,3.5,OVER,6.404,2.0,-1.5,MISS,⚠SUSP-83% NO-PO ⚠PO-ROLE TREND↑,0.549,0.408,2.24,,
2026-05-04,Miles McBride,PTS+AST,8.5,OVER,9.995999999999999,10.0,1.5,HIT,2-BOOK,0.542,0.5157,1.8197,,
2026-05-04,Quentin Grimes,REB,2.5,OVER,2.94,1.0,-1.5,MISS,NO-PO ⚠PO-ROLE TREND↓,0.541,0.0338,,,
2026-05-04,Karl-Anthony Towns,AST,3.5,OVER,5.436,6.0,2.5,HIT,⚠SUSP-55% BLW-3m ★STRONG,0.52,0.5833,1.625,,
2026-05-04,Quentin Grimes,PTS,6.5,OVER,9.228,5.0,-1.5,MISS,⚠SUSP-42% NO-PO ⚠PO-ROLE TREND↓ ★STRONG,0.5,0.5224,1.8,,
2026-05-04,Miles McBride,REB,1.5,OVER,2.116,0.0,-1.5,MISS,⚠SUSP-41% LOW-LINE 1-BOOK,0.5,,,,
2026-05-04,Kelly Oubre Jr,PTS+AST,10.5,OVER,12.876,13.0,2.5,HIT,NO-PO ⚠PO-ROLE TREND↓ ★STRONG,0.5,,,,
2026-05-04,Tyrese Maxey,REB,3.5,OVER,4.1160000000000005,3.0,-0.5,MISS,NO-PO ⚠PO-ROLE TREND↓,0.5,,,,
2026-05-04,Luke Kornet,PTS,4.5,OVER,6.7,2.0,-2.5,MISS,⚠SUSP-49% LO-USG ROT-RISK TREND↑,0.5,0.0196,,,
2026-05-04,Rudy Gobert,AST,1.5,OVER,2.644,3.0,1.5,HIT,⚠SUSP-76% LOW-LINE 1-BOOK ★STRONG,0.5,,,,
2026-05-05,Donovan Mitchell,AST,4.5,UNDER,3.18,2.0,2.5,HIT,★STRONG,0.936,0.574,1.6452,,
2026-05-05,Dean Wade,REB,3.5,OVER,4.38,3.0,-0.5,MISS,,0.81,,,,
2026-05-05,Tobias Harris,REB,6.5,OVER,7.9959999999999996,8.0,1.5,HIT,BLW-0m,0.81,0.3173,2.8,,
2026-05-05,Jalen Duren,PTS,16.5,UNDER,12.804,11.0,5.5,HIT,BLW-0m ★STRONG,0.796,,,,
2026-05-05,Jarrett Allen,AST,1.5,UNDER,0.972,1.0,0.5,HIT,LOW-LINE 2-BOOK ★STRONG,0.785,,,,
2026-05-05,Rui Hachimura,REB,3.5,OVER,4.468,2.0,-1.5,MISS,,0.751,,,,
2026-05-05,Max Strus,REB+AST,5.5,OVER,7.7,7.0,1.5,HIT,★STRONG,0.747,,,,
2026-05-05,Deandre Ayton,REB,7.5,OVER,10.315999999999999,12.0,4.5,HIT,,0.747,0.5312,1.7692,,
2026-05-05,Evan Mobley,AST,2.5,OVER,3.38,5.0,2.5,HIT,,0.718,0.5548,1.7042,,
2026-05-05,Ausar Thompson,REB,6.5,OVER,8.172,8.0,1.5,HIT,BLW-0m ★STRONG,0.713,,,,
2026-05-05,Shai Gilgeous-Alexander,REB,4.5,UNDER,3.708,2.0,2.5,HIT,BLW-3m,0.695,0.7179,1.3448,,
2026-05-05,LeBron James,AST,7.5,OVER,8.644,6.0,-1.5,MISS,,0.694,,,,
2026-05-05,Ajay Mitchell,PTS+AST,19.5,UNDER,16.067999999999998,22.0,-2.5,MISS,BLW-3m,0.677,,,,
2026-05-05,Luguentz Dort,AST,1.0,OVER,1.1760000000000002,4.0,3.0,HIT,LOW-LINE 2-BOOK,0.668,,,,
2026-05-05,Marcus Smart,REB+AST,5.5,OVER,8.58,11.0,5.5,HIT,⚠SUSP-56%,0.649,,,,
2026-05-05,Sam Merrill,AST,1.5,UNDER,1.236,1.0,0.5,HIT,LOW-LINE 2-BOOK,0.644,,,,
2026-05-05,Duncan Robinson,REB+AST,4.5,OVER,5.732,2.0,-2.5,MISS,BLW-0m,0.634,,,,
2026-05-05,Luke Kennard,AST,1.5,OVER,3.3480000000000003,1.0,-0.5,MISS,⚠SUSP-123% LOW-LINE ★STRONG,0.613,,,,
2026-05-05,Jaxson Hayes,REB,3.5,UNDER,2.884,6.0,-2.5,MISS,⚠BENCH ⚠MINS-VOL,0.61,,,,
2026-05-05,Isaiah Hartenstein,REB,8.5,OVER,9.468,9.0,0.5,HIT,,0.609,0.4522,2.06,,
2026-05-05,Jake LaRavia,REB,2.5,OVER,3.028,1.0,-1.5,MISS,⚠BENCH,0.602,,,,
2026-05-05,Cason Wallace,REB,2.5,OVER,3.292,4.0,1.5,HIT,,0.589,,,,
2026-05-05,Marcus Smart,AST,2.5,OVER,4.787999999999999,7.0,4.5,HIT,⚠SUSP-92% ★STRONG,0.565,,,,
2026-05-05,Daniss Jenkins,AST,2.5,OVER,3.7319999999999998,3.0,0.5,HIT,⚠SUSP-49% ⚠BENCH ⚠MINS-VOL,0.552,,,,
2026-05-05,Jalen Duren,AST,1.5,OVER,2.4680000000000004,4.0,2.5,HIT,⚠SUSP-64% LOW-LINE BLW-0m,0.542,0.5965,1.5988,,
2026-05-05,Luke Kennard,REB+AST,4.5,OVER,7.14,6.0,1.5,HIT,⚠SUSP-59% 2-BOOK ★STRONG,0.541,,,,
2026-05-05,Duncan Robinson,AST,1.5,OVER,2.4680000000000004,2.0,0.5,HIT,⚠SUSP-64% LOW-LINE BLW-0m ★STRONG,0.537,,,,
2026-05-05,Jaylon Tyson,REB,2.5,OVER,3.468,5.0,2.5,HIT,⚠BENCH,0.518,,,,
2026-05-05,Rui Hachimura,AST,0.5,OVER,1.116,2.0,1.5,HIT,⚠SUSP-123% LOW-LINE,0.51,0.6747,1.4255,,
2026-05-05,Isaiah Joe,PTS,6.5,OVER,11.956,9.0,2.5,HIT,⚠SUSP-84% ⚠BENCH ★STRONG,0.5,,,,
2026-05-05,Alex Caruso,REB,2.5,OVER,3.6439999999999997,2.0,-0.5,MISS,⚠SUSP-46%,0.5,,,,
2026-05-05,Jaylin Williams,REB,2.5,OVER,3.38,7.0,4.5,HIT,⚠BENCH ⚠MINS-VOL,0.5,,,,
2026-05-06,De'Aaron Fox,AST,5.5,OVER,6.9079999999999995,2.0,-3.5,MISS,BLW-1m ★STRONG,0.812,0.5468,1.7353,,
2026-05-06,Josh Hart,PTS+AST,16.5,UNDER,13.068,11.0,5.5,HIT,BLW-4m,0.785,,,,
2026-05-06,Dylan Harper,AST,3.5,UNDER,2.972,5.0,-1.5,MISS,★STRONG,0.747,0.573,1.6452,,
2026-05-06,Paul George,3PM,2.5,OVER,3.38,5.0,2.5,HIT,★STRONG,0.742,,,,
2026-05-06,Karl-Anthony Towns,REB,11.5,UNDER,9.652000000000001,10.0,1.5,HIT,BLW-4m,0.736,,,,
2026-05-06,Julius Randle,REB,6.5,OVER,7.732,5.0,-1.5,MISS,,0.732,,,,
2026-05-06,Kelly Oubre Jr,PTS+AST,14.0,UNDER,10.92,21.0,-7.0,MISS,,0.731,,,,
2026-05-06,Jalen Brunson,REB+AST,9.5,UNDER,7.9159999999999995,7.0,2.5,HIT,BLW-4m ★STRONG,0.726,,,,
2026-05-06,Kelly Oubre Jr,PTS,13.0,UNDER,9.656,19.0,-6.0,MISS,★STRONG,0.715,,,,
2026-05-06,Naz Reid,REB+AST,8.0,OVER,9.232,7.0,-1.0,MISS,2-BOOK ★STRONG,0.706,,,,
2026-05-06,Quentin Grimes,REB+AST,4.5,OVER,5.644,6.0,1.5,HIT,,0.684,0.5411,1.7407,,
2026-05-06,Stephon Castle,3PM,1.5,OVER,2.028,0.0,-1.5,MISS,LOW-LINE BLW-1m ★STRONG,0.682,,,,
2026-05-06,Mike Conley,REB+AST,4.5,OVER,5.732,4.0,-0.5,MISS,⚠MINS-VOL,0.676,0.5638,1.6803,,
2026-05-06,OG Anunoby,REB,5.5,OVER,6.468,5.0,-0.5,MISS,BLW-4m ★STRONG,0.674,,,,
2026-05-06,Jaden McDaniels,REB,4.5,OVER,5.9079999999999995,3.0,-1.5,MISS,,0.661,,,,
2026-05-06,Karl-Anthony Towns,AST,4.5,OVER,5.732,7.0,2.5,HIT,BLW-4m,0.66,0.4232,2.16,,
2026-05-06,Devin Vassell,REB+AST,6.5,OVER,7.644,9.0,2.5,HIT,BLW-1m,0.641,,,,
2026-05-06,Rudy Gobert,REB+AST,12.5,OVER,13.82,11.0,-1.5,MISS,★STRONG,0.631,,,,
2026-05-06,Julian Champagnie,PTS+AST,9.5,OVER,11.612,14.0,4.5,HIT,BLW-1m ★STRONG,0.628,,,,
2026-05-06,Naz Reid,AST,1.5,OVER,1.8519999999999999,0.0,-1.5,MISS,LOW-LINE,0.619,,,,
2026-05-06,Quentin Grimes,AST,2.0,OVER,2.5280000000000005,3.0,1.0,HIT,,0.614,0.0476,,,
2026-05-06,Adem Bona,REB,3.5,OVER,4.38,7.0,3.5,HIT,⚠BENCH,0.608,,,,
2026-05-06,Mike Conley,AST,2.5,OVER,3.6439999999999997,3.0,0.5,HIT,⚠SUSP-46% ⚠MINS-VOL ★STRONG,0.579,0.5688,1.6711,,
2026-05-06,Miles McBride,AST,1.5,UNDER,1.236,1.0,0.5,HIT,⚠BENCH LOW-LINE ⚠MINS-VOL,0.579,,,,
2026-05-06,Andre Drummond,3PM,0.5,OVER,0.6759999999999999,0.0,-0.5,MISS,LOW-LINE ⚠MINS-VOL 2-BOOK,0.567,0.4002,2.3,,
2026-05-06,Anthony Edwards,REB,3.5,OVER,4.468,3.0,-0.5,MISS,⚠MINS-VOL,0.559,,,,
2026-05-06,Luke Kornet,REB,3.5,OVER,5.9639999999999995,2.0,-1.5,MISS,⚠SUSP-70% ⚠BENCH ⚠MINS-VOL ★STRONG,0.536,0.445,2.09,,
2026-05-06,Jose Alvarado,PRA,6.5,OVER,17.236,4.0,-2.5,MISS,⚠SUSP-165% ⚠BENCH 1-BOOK TREND↑ ★STRONG,0.532,,,,
2026-05-06,Ayo Dosunmu,REB,2.5,OVER,3.9079999999999995,0.0,-2.5,MISS,⚠SUSP-56% ★STRONG,0.506,,,,
2026-05-06,Tyrese Maxey,REB,3.5,OVER,4.9079999999999995,3.0,-0.5,MISS,⚠SUSP-40%,0.5,0.565,1.6849,,
2026-05-06,Justin Edwards,PRA,5.5,OVER,7.172000000000001,,,MISS,⚠BENCH ⚠MINS-VOL 1-BOOK,0.5,,,,
2026-05-06,Miles McBride,PRA,10.5,UNDER,8.212,6.0,4.5,HIT,⚠BENCH ⚠MINS-VOL,0.5,0.4921,1.9009,,
2026-05-06,Terrence Shannon Jr.,PRA,13.5,OVER,20.716,18.0,4.5,HIT,⚠SUSP-54% ⚠MINS-VOL 1-BOOK,0.5,,,,
2026-05-06,Devin Vassell,REB,3.5,OVER,4.9079999999999995,5.0,1.5,HIT,⚠SUSP-40% BLW-1m,0.5,,,,
2026-05-06,Rudy Gobert,AST,1.5,OVER,2.732,1.0,-0.5,MISS,⚠SUSP-82% LOW-LINE ★STRONG,0.5,,,,
2026-05-08,Devin Vassell,AST,2.5,OVER,3.2039999999999997,3.0,0.5,HIT,,0.844,,,,
2026-05-08,Jalen Brunson,REB,3.5,UNDER,2.18,5.0,-1.5,MISS,★STRONG,0.837,,,,
2026-05-08,Josh Hart,PTS+AST,18.0,UNDER,14.304,15.0,3.0,HIT,,0.808,,,,
2026-05-08,Anthony Edwards,AST,3.5,UNDER,2.444,6.0,-2.5,MISS,⚠MINS-VOL ★STRONG,0.804,,,,
2026-05-08,Mikal Bridges,REB+AST,7.0,UNDER,5.68,4.0,3.0,HIT,★STRONG,0.755,,,,
2026-05-08,Jaden McDaniels,AST,2.5,OVER,3.028,2.0,-0.5,MISS,★STRONG,0.746,,,,
2026-05-08,Miles McBride,PTS+AST,12.5,UNDER,7.66,5.0,7.5,HIT,⚠BENCH ⚠MINS-VOL 2-BOOK,0.726,,,,
